NUM,METHOD_ID,EMBEDDING
239,M-009485,-0.9221476316452026
177,M-005814,0.22519409656524658
140,M-005266,0.496033251285553
196,M-006675,0.16274888813495636
345,M-015271,0.43424493074417114
236,M-009445,0.30140992999076843
331,M-015032,-0.33681243658065796
419,M-016637,-0.9234382510185242
100,M-004475,-0.24396927654743195
208,M-007637,0.25332945585250854
155,M-005498,-0.9584738612174988
362,M-016101,0.42207610607147217
337,M-015161,0.41624176502227783
053,M-002194,-0.8652170300483704
112,M-004894,-0.28218260407447815
137,M-005240,-0.783160924911499
368,M-016135,-0.6958503127098083
180,M-005894,0.32317808270454407
080,M-003667,-0.8880996704101562
045,M-001936,-0.25628861784935
146,M-005386,-0.20023684203624725
258,M-011257,-0.8841140270233154
252,M-010855,-0.3059154152870178
198,M-006923,-0.7181155681610107
084,M-003760,-0.4505394697189331
329,M-014982,0.3781866133213043
291,M-013189,-0.7483540773391724
351,M-015598,-0.8990343809127808
086,M-003845,-0.8903884291648865
263,M-011535,-0.8216870427131653
006,M-000225,-0.730670154094696
061,M-002692,0.323027104139328
355,M-015855,-0.14771127700805664
095,M-004272,0.27946215867996216
152,M-005482,-0.2942242920398712
023,M-000914,0.2149333953857422
250,M-010752,0.25190550088882446
358,M-016072,-0.32544568181037903
384,M-016326,0.3828105330467224
188,M-006243,0.34931039810180664
307,M-013881,-0.623335599899292
011,M-000371,0.23569132387638092
306,M-013767,0.4217134714126587
385,M-016344,0.3188612759113312
062,M-002720,-0.289132297039032
286,M-012959,-0.005001790821552277
302,M-013577,0.4175298511981964
126,M-005081,0.3916618525981903
028,M-001185,0.26170578598976135
380,M-016297,0.3716190457344055
099,M-004419,-0.3806528151035309
178,M-005823,0.2664184868335724
031,M-001230,-0.8004778027534485
405,M-016503,-0.16787481307983398
298,M-013371,-0.22106662392616272
132,M-005157,-0.1472657322883606
142,M-005335,-0.8011585474014282
143,M-005364,-0.7457427978515625
197,M-006845,-0.8823248147964478
324,M-014916,-0.2903110384941101
107,M-004818,-0.29855161905288696
116,M-004940,-0.24120014905929565
383,M-016322,0.3640625476837158
407,M-016532,-0.3491255044937134
141,M-005316,-0.36579054594039917
285,M-012935,-0.9657328128814697
278,M-012461,-0.3081950843334198
225,M-008553,-0.7999774217605591
330,M-015026,0.2535320818424225
001,M-000024,-0.5018366575241089
398,M-016486,-0.3275918960571289
381,M-016300,-0.23951542377471924
374,M-016213,0.18705275654792786
265,M-011831,-0.20695078372955322
040,M-001578,0.3520010709762573
270,M-012189,0.23873403668403625
353,M-015701,-0.3245317041873932
255,M-011129,0.3719971477985382
340,M-015224,0.044458262622356415
093,M-004193,-0.7862916588783264
161,M-005644,-0.280497282743454
390,M-016388,-0.8415933847427368
417,M-016616,-0.785077691078186
227,M-008641,0.09886308014392853
242,M-009802,-0.17942163348197937
039,M-001571,0.13740412890911102
118,M-004985,-0.007968245074152946
129,M-005092,0.08634588122367859
226,M-008594,-0.9641174077987671
136,M-005225,-0.34652483463287354
210,M-007640,0.06370037794113159
232,M-008983,-0.22681409120559692
200,M-007191,-0.5714763402938843
413,M-016579,0.14318270981311798
005,M-000191,-0.724898099899292
179,M-005829,-0.9603478908538818
058,M-002438,-0.18007278442382812
262,M-011531,0.18590033054351807
057,M-002331,-0.7809838652610779
361,M-016100,-0.04842718318104744
293,M-013205,0.08744656294584274
065,M-002997,-0.24327079951763153
220,M-008286,0.1877111941576004
294,M-013273,0.24018454551696777
325,M-014918,0.13391666114330292
192,M-006462,-0.47694531083106995
370,M-016187,0.09437137842178345
328,M-014979,0.2844269275665283
201,M-007300,-0.8768510818481445
033,M-001382,0.17142970860004425
169,M-005726,-0.37238022685050964
253,M-010863,-0.41363582015037537
094,M-004248,-0.888613224029541
349,M-015538,-0.14311838150024414
172,M-005750,-0.6534324288368225
218,M-008228,0.46186596155166626
049,M-001983,-0.7766495943069458
181,M-005896,0.12497422099113464
130,M-005101,-0.6196520924568176
228,M-008646,-0.02987052872776985
416,M-016613,-0.15289771556854248
119,M-004989,-0.34958600997924805
237,M-009473,0.08335111290216446
392,M-016399,-0.08836816251277924
042,M-001679,-0.9328975677490234
082,M-003725,-0.11983043700456619
105,M-004692,0.05133036524057388
008,M-000269,-0.017488893121480942
131,M-005146,-0.029951345175504684
088,M-003861,0.1286463886499405
106,M-004809,-0.9041585922241211
009,M-000315,0.18875275552272797
404,M-016501,-0.28633251786231995
372,M-016200,-0.06980361044406891
274,M-012326,0.05312633886933327
078,M-003588,-0.0009600184857845306
229,M-008716,0.18535421788692474
230,M-008797,0.1253989338874817
207,M-007532,0.05368068069219589
235,M-009335,0.07632413506507874
115,M-004927,-0.7725710868835449
394,M-016411,0.12500956654548645
051,M-002188,-0.916864275932312
389,M-016377,-0.9348877668380737
369,M-016168,0.028381215408444405
121,M-005028,-0.20483168959617615
248,M-010316,0.14195258915424347
296,M-013358,0.0491819866001606
035,M-001493,0.09378255903720856
209,M-007638,0.07368053495883942
280,M-012540,-0.0712502971291542
273,M-012299,0.14786845445632935
113,M-004912,-0.7619357705116272
124,M-005076,-0.8175997734069824
276,M-012345,-0.9046111702919006
233,M-009089,-0.7805032730102539
315,M-014432,-0.009457888081669807
409,M-016549,0.019774919375777245
018,M-000754,0.046032145619392395
412,M-016577,0.012090863659977913
318,M-014527,0.08966397494077682
111,M-004874,-0.14444375038146973
